clade_name	clean_SRR28210342_metaphlan	clean_SRR28210343_metaphlan	clean_SRR28210344_metaphlan	clean_SRR28210345_metaphlan	clean_SRR28210346_metaphlan	clean_SRR28210347_metaphlan	clean_SRR28210348_metaphlan	clean_SRR28210349_metaphlan	clean_SRR28210350_metaphlan	clean_SRR28210351_metaphlan	clean_SRR28210352_metaphlan	clean_SRR28210353_metaphlan	clean_SRR28210354_metaphlan	clean_SRR28210355_metaphlan	clean_SRR28210356_metaphlan	clean_SRR28210357_metaphlan	clean_SRR28210358_metaphlan	clean_SRR28210359_metaphlan	clean_SRR28210360_metaphlan	clean_SRR28210361_metaphlan	clean_SRR28210362_metaphlan	clean_SRR28210363_metaphlan	clean_SRR28210364_metaphlan	clean_SRR28210365_metaphlan	clean_SRR28210366_metaphlan	clean_SRR28210367_metaphlan	clean_SRR28210368_metaphlan	clean_SRR28210369_metaphlan	clean_SRR28210370_metaphlan	clean_SRR28210371_metaphlan	clean_SRR28210372_metaphlan	clean_SRR28210373_metaphlan	clean_SRR28210374_metaphlan	clean_SRR28210375_metaphlan	clean_SRR28210376_metaphlan	clean_SRR28210377_metaphlan	clean_SRR28210378_metaphlan	clean_SRR28210379_metaphlan	clean_SRR28210380_metaphlan	clean_SRR28210381_metaphlan
GGB9781_SGB66170	0.01031	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blautia_SGB4815	0.01001	0.05704	0.00445	0.00304	0.02211	0.01492	0.02029	0.01638	0.0	0.20831	0.0	0.00434	0.0	0.01728	0.00645	0.01069	0.00095	0.01112	0.00069	0.05528	0.00069	0.0	0.0077	0.02947	0.0	0.04827	0.0	0.01919	0.0	0.0	0.16423	0.04111	0.00309	0.00217	0.10411	0.01838	0.0	0.0	0.0	0.0
GGB9707_SGB15229	0.00968	0.17838	0.01674	0.00337	0.0205	0.0	0.0	0.0	0.00405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04149	0.00034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00246	0.0	0.0	0.0	0.0	0.01724	0.0	0.0	0.0	0.0
Lacrimispora_amygdalina	0.00968	0.09028	0.01968	0.29504	0.08072	0.01972	0.36818	0.20756	0.0792	1.11408	0.05139	0.00263	0.0	0.04992	0.24306	0.22575	0.06035	0.03634	0.06802	0.01941	0.01646	0.04419	0.0	0.06853	0.03504	0.00819	0.06936	0.19547	0.0296	0.10802	0.0022	0.01597	0.39554	0.21022	0.18563	0.36165	0.41366	0.21447	0.30008	0.20487
Flavonifractor_plautii	0.00927	0.0664	0.05394	0.01039	0.04733	0.06596	0.12183	0.1486	0.05317	0.08243	0.02163	0.09975	0.56989	0.0	0.01504	0.0015	0.02829	0.02346	0.01136	0.04298	0.00488	0.0	0.11262	0.04844	0.40881	0.12765	0.08179	0.21168	0.09711	0.06542	0.00676	0.03123	0.0779	0.029	0.16941	0.06607	0.07966	0.27863	0.21021	0.00728
GGB2998_SGB3988	0.00903	0.01465	0.01172	0.0	0.03163	0.0	0.0	0.0	0.00147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcus_sp_AF41_9	0.0087	0.0	0.0	0.0	0.02601	0.03422	0.0	0.0	0.0	0.31028	0.0	0.0	0.0	0.0	0.18469	0.0	0.0	0.0	0.02192	0.0	1.3732	0.0	0.0	0.01435	0.0	0.01522	0.0	0.00782	0.0	0.0	0.0	0.08235	0.0	0.0	0.0	0.0	0.0	0.00265	0.0	0.0
Leuconostoc_lactis	0.0086	0.0	0.0	0.0	0.0	0.03641	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.00115	0.0	0.0	0.00191	0.0	0.0	0.0	0.0	0.0	0.0	0.01962	0.00598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00041	0.0517	0.0	0.00606
GGB9238_SGB14180	0.00859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enterocloster_bolteae	0.00816	0.00255	0.0155	0.0	0.00292	0.00153	0.03061	0.0	0.04429	0.09524	0.00401	0.08714	0.03796	0.00288	0.00225	0.0	0.00349	0.005	0.0	0.03515	0.0	0.00384	0.06949	0.00017	3.41267	0.0333	0.00871	0.0	0.00158	0.01344	0.00269	0.00358	0.00468	0.00171	0.01074	0.0	0.0294	0.02892	0.06671	0.03751
Bacteroides_nordii	0.00799	0.0	0.00121	0.00667	0.0783	0.01326	0.0	0.01148	0.0	0.0	0.01279	0.12532	0.0	0.0	0.0	0.0	0.02182	0.01941	0.0	0.47082	0.0	0.0	0.0	0.00876	0.06366	0.02002	0.00413	0.0	0.0	0.0	0.0011	0.04066	0.02636	0.00612	0.0	0.00454	0.0	0.01355	0.0	0.0
GGB9365_SGB14341	0.0079	0.02903	0.0	0.0009	0.04049	0.14994	0.0	0.01604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02291	0.06794	0.0	0.0	0.0	0.0	0.02908	0.0	0.0	0.0	0.17604	0.0	0.0	0.06082	0.0	0.0	0.0109	0.0	0.0	0.0	0.0084	0.0	0.0
Clostridiaceae_bacterium_Marseille_Q4143	0.00789	0.02242	0.0	0.02279	0.0391	0.00792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00501	0.04153	0.003	0.0	0.0	0.0	0.0	0.02116	0.0	0.0	0.0	0.0347	0.0	0.0	0.0	0.0	0.01786	0.0	0.0	0.00523	0.0	0.00477	0.0	0.0
GGB9491_SGB14888	0.0077	0.01108	0.01765	0.00518	0.0	0.00208	0.0	0.00913	0.00238	0.0	0.00967	0.0	0.0	0.0	0.001	0.0	0.00804	0.0	0.00024	0.02148	0.0	0.0	0.00358	0.01054	0.0	0.0	0.00387	0.01431	0.0	0.00655	0.0	0.01003	0.00337	0.0037	0.01098	0.0	0.0	0.0	0.007	0.0
Faecalicatena_contorta	0.00764	0.01453	0.00221	0.0	0.0005	0.0	0.0	0.01143	0.0073	0.00185	0.00033	0.02758	0.0	0.0	0.0	0.0	0.0	0.00016	0.0	0.00644	0.0	0.0	0.02587	0.0	0.04529	0.00277	0.0	0.0	0.0	0.0	0.00891	0.00604	0.00457	0.0	0.0	0.0	0.0	0.00249	0.0203	0.0
Turicibacter_bilis	0.00729	0.0	0.0	0.01487	0.0036	0.00921	0.0	0.0	0.0	0.0	0.0	0.0008	0.0	0.0	0.00406	0.0	0.0	0.00085	0.0	0.0	0.0	0.0	0.0	0.00914	0.0	0.0	0.01202	0.00071	0.0	0.0	0.0	0.00236	0.0	0.0	0.09995	0.0	0.0	0.00676	0.00052	0.00397
Phocea_massiliensis	0.0069	0.00691	0.01057	0.0	0.00725	0.0	0.0	0.00169	0.00794	0.0	0.00452	0.00434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03048	0.0	0.0	0.00917	0.0005	0.0294	0.00324	0.0	0.0	0.0	0.0	0.00091	0.00495	0.00047	0.00345	0.0	0.0	0.0	0.00042	0.0022	0.0
Guopingia_tenuis	0.0065	0.00815	0.00079	0.0	0.01195	0.0	0.0	0.0	0.0	0.0	0.00048	0.01031	0.0	0.0	0.0	0.0	0.0	0.0063	0.0	0.0	0.0	0.0	0.0	0.01186	0.00033	0.00197	0.0	0.0	0.0	0.0	0.0	0.00652	0.0051	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hydrogenoanaerobacterium_SGB53821	0.00647	0.0	0.0	0.0	0.0	0.0	0.0	0.02977	0.0	0.0	0.0	0.0	0.03096	0.0	0.0	0.0	0.0	0.00599	0.0	0.0406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.0	0.00655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9781_SGB15402	0.00643	0.00216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0284	0.0	0.0	0.0	0.0	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB45656_SGB72339	0.00639	0.0185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02226	0.0
GGB52130_SGB14966	0.00607	0.01898	0.02173	3e-05	0.0	0.0	0.0	0.00612	0.00806	0.0	0.00672	0.0	0.0	0.0	0.0	0.0	0.0	0.01161	0.004	0.00479	0.0	0.0	0.0	0.00908	0.0	0.00461	0.0	0.05018	0.0	0.0	0.00623	0.0	0.02327	0.00458	0.00098	0.02039	0.0	0.0	0.04699	0.0
Jutongia_huaianensis	0.00566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridiales_bacterium	0.0056	0.00576	0.01655	0.00875	0.01167	0.0	0.05197	0.0308	0.00194	0.95393	0.00699	0.0053	0.0	0.0	0.0	0.0	0.0	0.02348	0.0	0.00508	0.0	0.0	0.19288	0.00742	0.29244	0.0	0.0	0.0	0.04782	0.0	0.0	0.00109	0.26756	0.00112	0.04679	0.01283	0.0	0.0	0.01084	0.0402
GGB58485_SGB80143	0.00553	0.00015	0.0	0.00733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04026	0.0	0.02874	0.0	0.0
Schaalia_SGB17158	0.00553	0.0	0.0009	0.0	0.0	0.00294	0.0013	0.02514	0.0	0.00221	0.0	0.00207	0.0	0.0	0.01125	0.0	0.0	0.0	0.0051	0.0	0.0	0.00404	0.0	0.0	0.0	0.0	0.0	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00693	0.0	0.0	0.00776
Simiaoa_sunii	0.00538	0.43421	0.00087	0.00014	0.01965	0.0	0.00187	0.0	0.0	0.03835	0.23623	0.03491	0.0	0.0	0.0	0.0	0.0241	0.04477	0.00368	0.15136	0.0	0.0	0.0	0.0	0.0	1.40774	0.10514	0.00975	0.0	0.41049	0.02542	0.34978	0.0	0.0	0.0	0.00407	0.0	0.00076	0.0	0.0
Enterocloster_citroniae	0.00537	0.01234	0.00236	0.00125	0.00235	0.00186	0.01052	0.0	0.00039	0.00414	0.0	0.03416	0.01664	0.0	0.0	0.00283	0.00151	0.01255	0.0	0.0	0.0	0.00012	0.00155	0.00096	0.0385	0.00323	0.00195	0.00249	0.0	0.01044	0.0	0.0	0.0048	0.00128	0.0	0.0	0.0	0.01446	0.01943	0.00419
Raoultibacter_massiliensis	0.00533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eggerthella_lenta	0.0053	0.00481	0.19182	0.02014	0.14995	0.04809	0.34839	0.35056	0.38056	0.74525	0.00108	0.08849	0.12891	0.75571	0.39176	0.06588	0.09632	0.01866	0.02849	0.08476	0.29558	0.03549	0.51128	0.00162	2.877	0.02624	0.01508	0.2482	0.04072	0.12517	0.05571	0.01448	0.00022	0.05325	0.32983	0.28744	0.38746	0.05527	0.06593	0.18306
GGB33586_SGB53517	0.00522	0.02115	0.00119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00907	0.0	0.0	0.0	0.0	0.0	0.0	0.00235	0.0	0.0	0.0	0.0	0.0	0.0146	0.0
Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1	0.00518	0.00192	0.0151	0.00757	0.00254	0.0073	0.0	0.00188	0.00062	0.00212	0.0	0.00278	0.0	0.02018	0.02351	0.0003	0.0001	0.00049	0.0	0.0	0.03051	0.0063	0.0	0.0	0.02095	0.0	0.0	0.00012	0.03081	0.0	0.0	0.00253	0.00394	0.00435	0.02679	0.0	0.00065	0.0	0.00431	0.041
Streptococcus_vestibularis	0.00497	0.0	0.00121	0.0	0.0	0.0	0.0	0.00559	0.01291	0.00144	0.0	0.00188	0.02451	0.0	0.0	0.0	0.0	0.0	0.0043	0.0	0.0	0.0097	0.0	0.01626	0.0	0.0	0.0	0.0	0.02261	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.00065	0.0
Enterocloster_asparagiformis	0.00492	0.006	0.00348	0.00062	0.00288	0.0	0.0	0.0	0.01617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00536	0.0	0.0	0.00757	0.01096	0.0	0.00863	0.00134	0.0	0.0	0.0	0.00176	0.0	0.00589	0.0	0.0	0.0	0.0	0.0	0.14946	0.0
Lachnospiraceae_bacterium_CLA_AA_H215	0.00474	0.00558	0.0	0.0	0.0	0.01255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00475	0.0	0.00404	0.0	0.03085	0.0	0.0	0.0	0.0	0.00161	0.0	0.0	0.03755	0.0	0.0	0.0	0.0
Luoshenia_tenuis	0.00473	0.00203	0.0053	0.0	0.001	0.0	0.0	0.00304	0.0004	0.0	0.0	0.00162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018	0.0	0.00328	0.0	0.0	0.0	0.0	0.0	0.0	0.00017	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Jingyaoa_shaoxingensis	0.0044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium_sp_AF32_12BH	0.00438	0.00617	0.00052	0.0	0.00236	0.00351	0.0	0.0	0.00216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00066	0.0	0.0	0.01172	0.00411	0.0	0.0	0.0	0.0	0.00597	0.00784	0.0	0.0052	0.0	0.0	0.0	0.0
GGB34228_SGB72916	0.00438	0.00434	0.00022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium_sp_Marseille_P3244	0.00434	0.00143	0.0	0.0	0.00043	0.00059	0.0	0.0	0.0	0.0	0.00091	0.00348	0.0	0.0	0.0	0.0	0.0	0.00094	0.0	0.00051	0.0	0.0	0.0	0.00169	0.0	0.00197	0.0	0.0003	0.0	0.0	0.0	0.00606	0.00105	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bacterium_210917_DFI_7_65	0.0042	0.05278	0.04469	0.00307	0.03244	0.00903	0.0	0.03888	0.05782	0.41558	0.01591	0.0	0.0	0.0	0.00395	0.00454	0.01015	0.02777	0.0	0.04054	0.0	0.0	0.01867	0.03026	0.00587	0.00341	0.02525	0.07388	0.0	0.00613	0.01295	0.01137	0.04671	0.01318	0.0	0.07078	0.0	0.08684	0.00459	0.0
Pyramidobacter_piscolens	0.00416	0.0	0.08938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02681	0.0092	0.0	0.0	0.0	0.0	0.0	0.0014	0.0
Actinomyces_sp_ICM47	0.00391	0.00113	0.00278	0.01021	0.00108	0.00049	0.0	0.04122	0.00769	0.0	0.00271	0.0	0.0	0.04119	0.03063	0.00602	0.00176	0.00339	0.0	0.00221	0.08826	0.00924	0.0	0.00595	0.07588	0.0019	0.00393	0.00014	0.00298	0.00193	0.00215	0.01069	0.00341	0.00137	0.00059	0.00147	0.0	0.00101	0.00047	0.03964
Clostridiaceae_bacterium_Marseille_Q4145	0.00384	0.01114	0.03042	0.0	0.0	0.00519	0.0	0.0	0.0	0.0	0.00199	0.0	0.0	0.0	0.0	0.0	0.00517	0.0	0.00111	0.00035	0.0	0.0	0.0	0.00751	0.0	0.00019	0.0	0.01415	0.0	0.0	0.0	0.0	0.00776	0.0	0.0	0.00397	0.0	0.00571	0.0	0.0
Clostridium_SGB4751	0.00383	0.0	0.00981	0.09016	0.00757	0.01513	0.0	0.0	0.0	0.0	0.01832	0.0	0.0	0.0	0.0	0.01118	0.0	0.0	0.0	0.00937	0.0	0.0	0.0	0.01187	0.0	0.03094	0.1665	0.05312	0.0	0.0	0.0	0.0	0.02312	0.04322	0.31958	0.00808	0.0	0.0	0.0	0.0
Mogibacterium_diversum	0.00378	0.00446	0.00447	0.0091	0.0074	0.0021	0.00853	0.04764	0.01298	0.00024	0.00303	0.00828	0.0	0.02581	0.0227	0.0043	0.00058	0.01674	0.00625	0.00974	0.07581	0.01128	0.00567	0.00064	0.06608	0.00739	0.00156	0.00333	0.00952	0.0	0.0	0.0	0.0	0.0	0.00823	0.0	0.00068	0.0	0.0	0.02822
Clostridium_sp_1001270J_160509_D11	0.00362	0.00033	0.0	0.04362	0.0	0.00388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00309	0.00262	0.0	0.0	0.00093	0.0	0.0	0.0	0.0	0.0	0.01016	0.00027	0.0	0.0	0.0	0.02671	0.0	0.0	0.0	0.0	0.0	0.00234	0.0	0.04581
GGB9719_SGB15272	0.0036	0.0	0.01797	0.0007	0.00503	0.0	0.00898	0.0	0.00436	0.0	0.0	0.08793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01161	0.0	0.01555	0.02586	0.0	0.0	0.0	0.04387	0.01387	0.03679	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Actinomyces_oris	0.00347	0.00114	0.00351	0.00581	0.00652	0.0	0.0	0.0029	0.01805	0.00054	0.00052	0.01479	0.0	0.01451	0.03367	0.0	0.00016	0.00201	0.0	0.00423	0.06397	0.00776	0.00349	0.0	0.09878	0.00207	0.00178	0.00055	0.01157	0.00025	0.00127	0.00602	0.0	0.0	0.005	0.0	0.0	0.0	0.00111	0.01606
Lachnospiraceae_bacterium_AM48_27BH	0.00342	0.06056	0.00314	0.04341	0.01666	0.02101	0.0	0.0	0.0	0.14949	0.00034	0.0	0.0	0.00595	0.01027	0.00227	0.03254	0.05656	0.00828	0.01134	0.0	0.0	0.0	0.01806	0.0	0.00786	0.0	0.02597	0.0	0.04002	0.00723	0.00671	0.13766	0.0	0.0	0.17381	0.0	0.0	0.0	0.0
Clostridium_innocuum	0.00304	0.0	0.0	0.0	0.00238	0.00243	0.00267	0.00336	0.03794	0.03273	0.0	0.02559	0.06409	0.01743	0.01107	0.00047	0.00412	0.00289	0.0	0.0	0.01038	0.00033	0.08873	0.00258	0.49755	0.00571	0.00156	0.00594	0.02267	0.01471	0.00298	0.00156	0.0	0.00299	0.03157	0.01163	0.00796	0.00425	0.02092	0.00305
Weissella_confusa	0.00298	0.0	0.0	0.00163	0.0	0.04486	0.0	0.0	0.00854	0.00089	0.06342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00716	0.00442	1.07976	0.08981	0.0494	0.02966	0.0	0.00866	0.0	0.0	0.0	0.0	0.00076	0.0	0.0	0.00432	0.0	0.03117	0.02694	0.01298	0.08903
Oscillibacter_hominis	0.00285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9189_SGB14128	0.00269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leuconostoc_citreum	0.00267	0.0	0.0	0.00061	0.0	0.00285	0.0	0.0	0.00097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032	0.0	0.0	0.0	0.0	0.00401	0.0	0.02117	0.0	0.0	0.00227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00389	0.0	0.0
Streptococcus_australis	0.00256	0.00096	0.0	0.00534	0.00132	0.00698	0.01155	0.00501	0.00078	0.0	0.03298	0.00437	0.01003	0.0285	0.06744	0.03179	0.01161	0.04773	0.00184	0.00255	0.0	0.0041	0.0	0.02398	0.06324	0.0	0.0024	0.0	0.02509	0.0	0.0	0.07044	0.0	0.00631	0.02765	0.0	0.08531	0.00677	0.0	0.0436
Raoultibacter_timonensis	0.00252	0.0	0.00137	0.0	0.00952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00586	0.0	0.00189	0.0	0.0	0.00846	0.0	0.0	0.0	0.01181	0.0	0.0	0.0	0.00121	0.00332	0.00664	0.01498	0.0	0.00209	0.00053	0.0	0.0	0.0	0.0	0.00968	0.0
GGB2980_SGB3962	0.00248	0.0	0.0	0.00125	0.0	0.01021	0.0	0.0	0.0	0.0	0.00454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04626	0.0	0.0	0.0	0.02269	0.0	0.0	0.00608	0.0	0.0	0.0	0.0	0.04577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Roseburia_sp_AF02_12	0.00239	0.40515	0.0	0.0005	0.0	0.00551	0.00018	0.0	0.0	0.0	0.00241	0.0	0.0	0.0	0.0	0.0	0.11571	0.0	0.0	0.03281	0.00107	0.0	0.0	0.01847	0.0	0.0	0.0	0.0	0.00205	0.0	0.04088	0.33603	0.0	0.0	0.0	0.00134	0.0	0.00136	0.00257	0.0
GGB9444_SGB14834	0.00234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridiaceae_bacterium_Marseille_Q3526	0.0023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05649	0.0	0.0	0.0	0.0055	0.02262	0.0	0.0	0.0	0.0067	0.0	0.02685	0.7326	0.08278	0.01938	1.022	0.0	0.0	0.0	0.24878	0.06223	0.0	0.0	0.0	0.07054	0.0	0.0	0.09744	0.0551	0.0	0.0
GGB35068_SGB47850	0.00228	0.00608	0.0	0.00293	0.0	0.00467	0.0	0.03249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00781	0.0	0.01864	0.02032	0.0	0.0	0.0	0.0	0.01339	0.0	0.0136	0.0	0.0309	0.0	0.0	0.01243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Actinomyces_naeslundii	0.00223	0.00113	0.0	0.00499	0.0	0.0	0.0	0.00904	0.0	0.0	0.0	0.01501	0.0	0.00705	0.00362	0.0	0.0	0.0	0.0	0.0	0.01306	0.00104	0.0	0.0	0.04103	0.0	0.0	0.0	0.00545	0.0	0.0	0.00014	0.0	0.0	0.00047	0.0	0.0	0.0	0.0	0.00549
GGB3057_SGB4059	0.00222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bianquea_renquensis	0.00221	0.00425	0.00026	0.0	0.00338	0.0	0.0	0.00161	0.01432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00385	0.0	0.0	0.00093	0.0	0.0	0.0	0.00242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037	0.0
Mediterraneibacter_massiliensis	0.00218	0.00613	0.00838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00643	0.0	0.0	0.0	0.0	0.0	0.00307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01354	0.0	0.0
GGB9293_SGB14250	0.00213	0.0	0.0	0.0	0.00281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB9532_SGB14933	0.00213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Neobittarella_massiliensis	0.00211	0.00106	0.0	0.00025	0.0	0.00237	0.0	0.0012	2e-05	0.00138	0.0	0.0	0.00016	0.0	0.0	0.0	0.00228	0.0	0.0	0.00026	0.0	0.0	0.00026	0.00013	0.0	5e-05	0.0013	0.00354	0.00019	0.02359	0.00102	0.00512	0.0	0.0	0.00469	0.00635	1e-05	0.00086	6e-05	0.00072
Actinomyces_dentalis	0.00189	0.00255	0.00468	0.01789	0.00251	0.00165	0.0	0.00621	0.00624	0.0	0.0	0.00743	0.0	0.00144	0.01009	0.0	0.0	0.0	0.00139	0.0	0.05057	0.0015	0.0	0.0	0.039	0.0	0.0	0.0	0.01165	0.0	0.0	0.00198	0.00026	0.00552	0.00674	0.0	3e-05	0.0	0.00686	0.03351
